Product Page,Product URL,Title,Description,Product Type,Tags,Categories,Visible,Hosted Image URLs,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Price,Sale Price,On Sale,Weight,Length,Width,Height,Stock
/shop/wall-decor/,Bronsan-Mirror,Bronsan Mirror,"<p style=""white-space: pre-wrap;"">The geometrically inspired Bronsan mirror features squares, rectangles, and a circle all outline in vintage brass. The mirrored glass is beveled for even more beautiful detailing.</p><p style=""white-space: pre-wrap;"">H 44"" x W 32"" x D 1""</p>",PHYSICAL,,Mirrors,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a56e40ec9a0fc38dc09e/5b3500f1562fa750e01dfc31/1535035458141/2198.jpeg,32325,,,,,,,1625.00 USD,0.00 USD,,47,1,32,44,Unlimited
/shop/lighting/,Hearst-Floor-Lamp,Hearst Floor Lamp,"<p style=""white-space: pre-wrap;"">The Hearst Floor Lamp is designed with the belief that hardware should be front-and-center. The interlocking stems that extend from the metal base to the shade, both in an antique brass finish, have been treated to an oil-rubbed bronze finish to bring this time-honored design an industrial chic vibe. A nostalgic nod on the lamp is the pull chain.</p><p style=""white-space: pre-wrap;"">H 59.5"" x W 26.75"" x D 12""</p><p data-rte-preserve-empty=""true"" style=""white-space: pre-wrap;""></p>",PHYSICAL,,Floor,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a51c8a922dd7291eb135/5b5a2b8f352f53f263d82afd/1534539548267/Hearst+Floor+Lamp_on.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a51c8a922dd7291eb135/5b5a2b8270a6ade0eb59ed6c/1534539548258/Hearst+Floor+Lamp_off.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a51c8a922dd7291eb135/5b5a2b8103ce64e60ae194f6/1534539548252/Hearst+Floor+Lamp_detail.jpg",32326,,,,,,,1120.00 USD,0.00 USD,,26,12,26.75,59.5,Unlimited
/shop/accessories/,Text-Block-Book-8,Text Block Book | 8,"<p style=""white-space: pre-wrap;"">These Coptic bound text blocks are filled with thick, blank, handmade mulberry paper. We use one in the shop as a guest book and after immediate demand, made sure they were available for you as well. Sketching, painting, gifting and journaling are just a few ways you've used these beauties. </p><p style=""white-space: pre-wrap;"">H 8"" x W 6"" x D 2""</p>",PHYSICAL,,Books,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b35142cf950b7d0e9da089f/1548710859570/Text_Block_Book_8.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b35142c352f53972172646c/1548710859582/Text_Block_Book_8-10.jpg",32330,,,,,,,75.00 USD,0.00 USD,,5,8,6,2,Unlimited
/shop/accessories/,The-White-Horse,The White Horse,"<p style=""white-space: pre-wrap;"">In Mary McCartney’s largest body of work to date she pays tribute to the extraordinary beauty of a white stallion, Alejandro. These portraits place the horse in the context of the rich, bucolic countryside of Sussex where McCartney grew up. Using a medium-format camera for formal portraits as well as 35mm and smartphone cameras for candid shots, she profiles equestrian life from on and off the saddle.</p><p style=""white-space: pre-wrap;"">These intimate pictures convey the special relationship between horse and rider and offer a profound insight into the connection that binds people to these majestic animals. The reader is taken through an ever-changing vista of lush green meadows, dappled forest trails, and nighttime forests, often using the unique perspective of rider on horseback to afford us the most compelling views. McCartney’s knowledge of the landscape and her unique eye paint a loving and exquisite portrait of a horse and the equestrian lifestyle.</p>",PHYSICAL,,Books,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b4df879575d1f1526199aac/1548960082334/9780847858491_p0_v2_s600x595.jpg,32332,,,,,,,55.00 USD,0.00 USD,,5,12,9,1,5
/shop/accessories/,Gardens-of-Style:-Private-Hideaways-of-the-Design-World,Gardens of Style: Private Hideaways of the Design World,"<p style=""white-space: pre-wrap;"">The inspiring private gardens of celebrated fashion and design taste-makers, and how these beautiful sanctuaries have influenced their creative work.</p><p style=""white-space: pre-wrap;"">Mother Nature has always been a grand muse, particularly in the world of fashion and design. Many fashion designers, from Christian Dior to Carolyne Roehm, have drawn on gardens and their beguiling botanicals to inspire and inform their collections. These designers and their interior design counterparts, such as Celerie Kemble, Bunny Williams, and Jeffrey Bilhuber, also like to retreat to their own elegant salon verts to restore their creativity. This beautifully photographed book shows where these tastemakers find much of their inspiration—within the serene horticultural havens of their homes.</p>",PHYSICAL,,Books,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b47c05a575d1feb54d7f959/1542127719168/9780847861897_p0_v2_s600x595.jpg,32338,,,,,,,55.00 USD,0.00 USD,,3.6,11.3,9.4,1.1,4
/shop/accessories/,Interior-Portraits,Interior Portraits,"<p style=""white-space: pre-wrap;"">Acclaimed photographer, author, and Bay Area native Leslie Williamson returns to her roots with a tribute to the most fertile soil for creativity: California.</p><p style=""white-space: pre-wrap;"">Following her ultra-successful Handcrafted Modern and Modern Originals, Leslie Williamson is back with an original and compelling take on California’s pioneering cultural and creative forces. Williamson’s distinctive, warm photography of charming, often handcrafted interiors combined with personal, compelling texts create intimate, revealing portraits of the homes of design and lifestyle trailblazers. Featured homes include fashion designer Christina Kim’s airy loft in downtown Los Angeles; chef Alice Waters’s book-lined Craftsman bungalow in Berkeley; and artist Alma Allen’s studio and home in the desert, filled with his finished and in-progress biomorphic wood and bronze sculptures.</p><p style=""white-space: pre-wrap;"">Powerfully personal and deeply authentic, this beautiful book will appeal not only to lovers of bohemian architecture but also to anyone who feels the pull of the West Coast lifestyle. Showcasing thirteen unique homes from the rugged coast of Big Sur to the sunlight-filled modernist structures of Los Angeles and San Diego, this book is a journey through the very best that California design has to offer.</p>",PHYSICAL,,Books,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b47c0dc758d467d3e3f444e/1547067636618/9780847861569_p0_v2_s600x595.jpg,32340,,,,,,,55.00 USD,0.00 USD,,3,10.3,8.3,1.1,3
/shop/accessories/,Versailles:-A-Private-Invitation,Versailles: A Private Invitation,"<p style=""white-space: pre-wrap;"">Exquisite photography of one of France’s most significant historical landmarks. The largest château in the world still holds a thousand and one hidden secrets. While Versailles has been described in detail since the reign of Louis XIV, numerous apartments in the palace and their outbuildings are inaccessible to the public due to their fragility or state of preservation. From the most renowned rooms to the gardens, passing through the Trianon or the Queen’s hamlet, Versailles contains many extraordinary details, transformed according to the light or the shadow. Whether it’s Marie-Antoinette’s boudoir, the wings of the Queen’s theater, or even the Orangerie on a beautiful wintery day, these singular photographs reveal the many facets of Versailles and offer readers unprecedented access to this historical treasure.</p>",PHYSICAL,,Books,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b577aad0e2e72073afdc494/1540819354141/9782080203373_p0_v2_s600x595.jpg,32341,,,,,,,85.00 USD,0.00 USD,,6,10,12,2,3
/shop/accessories/,Birds-of-a-Feather,Birds of a Feather,"<p style=""white-space: pre-wrap;"">A book that celebrates one of the most breathtaking and comprehensive collections of wildfowl decoys in America. Bird decoys were used for hunting in North America until the advent of hunting regulations in the early twentieth century, when decoys started to be prized and collected as masterpieces of American folk art. This handsome book is the first examination of the historic and unparalleled decoy collection at Shelburne Museum. Featuring new photography of 250 of the museum’s most important and artistically carved decoys, it includes examples made by the most respected American carvers.</p>",PHYSICAL,,Books,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a2be40ec9a0fc38d99ac/5b47b48f6d2a73e745feef39/1541523803459/9780847860609_p0_v3_s600x595.jpg,32345,,,,,,,65.00 USD,0.00 USD,,3.4,11,10,1,4
/shop/textile-shop/,Block-Stripe-Pillow-Charcoal-22x22,Block Stripe Pillow | Charcoal | 22x22,"<p style=""white-space: pre-wrap;"">Each pillow is hand printed on Belgian linen and created using traditional garment techniques. Designed and made in California, the Block Stripe pillow adds a touch of classic stripe pattern to any sofa or bed ensemble. Price includes down pillow insert. </p><p style=""white-space: pre-wrap;"">H 22"" x W 22""</p>",PHYSICAL,,Pillows,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b34fef8f950b76e6ec442f5/1535724706975/Block_Stripe_Pillow_Charcoal_22x22.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b34fef870a6adf2d778deee/1535724706975/Block_Stripe_Pillow_Charcoal_22x22_Detail.jpg",32347,,,,,,,275.00 USD,0.00 USD,,3,22,3,22,Unlimited
/shop/textile-shop/,Block-Stripe-Pillow-Denim-22x22,Block Stripe Pillow | Denim | 22x22,"<p style=""white-space: pre-wrap;"">Each pillow is hand printed on Belgian linen and created using traditional garment techniques. Designed and made in California, the Block Stripe pillow adds a touch of classic stripe pattern to any sofa or bed ensemble. Price includes down pillow insert. </p><p style=""white-space: pre-wrap;"">H 22"" x W 22""</p>",PHYSICAL,,Pillows,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b34ff3c70a6adf2d778ecd7/1535724721415/Block_Stripe_Pillow_Denim_22x22.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b34ff3c88251b230bc3d601/1535724721414/Block_Stripe_Pillow_Denim_22x22_Detail.jpg",32348,,,,,,,275.00 USD,0.00 USD,,3,22,3,22,Unlimited
/shop/textile-shop/,Frenchie-Pillow-Luna-30x15,Frenchie Pillow | Luna | 30x15,"<p style=""white-space: pre-wrap;"">Each pillow is hand printed on Belgian linen and created using traditional garment techniques. Designed and made in California, the Frenchie pillow adds a contemporary take on vintage appeal with a stylized floral design perfect to accent a sofa or bedroom. Price includes down pillow insert. </p><p style=""white-space: pre-wrap;"">H 15"" x W 30""</p>",PHYSICAL,,Pillows,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b350af80e2e725ab1f1c91b/1535724717420/Frenchie_Pillow_30x15.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b350af80e2e725ab1f1c918/1535724717419/Frenchie_Pillow_30x15_Detail.jpg",32349,,,,,,,290.00 USD,0.00 USD,,3,30,3,15,Unlimited
/shop/textile-shop/,Big-Mama-Pillow-Denim-34x17,Big Mama Pillow | Denim | 34x17,"<p style=""white-space: pre-wrap;"">Each pillow is hand printed on Belgian linen and created using traditional garment techniques. Designed and made in California, the Big Mama pillow adds a touch of classic stripe pattern to any sofa or bed ensemble. Price includes down pillow insert. </p><p style=""white-space: pre-wrap;"">H 17"" x W 34""</p>",PHYSICAL,,Pillows,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b34fb8a0e2e7239ad83e0bf/1535724715066/Big+Mama+Pillow_Denim_34x17.jpg,32350,,,,,,,335.00 USD,0.00 USD,,2,34,2,17,Unlimited
/shop/textile-shop/,Wild-One-Pillow-Denim-22x22,Wild One Pillow | Denim | 22x22,"<p style=""white-space: pre-wrap;"">Each pillow is hand printed on Belgian linen and created using traditional garment techniques. Designed and made in California, the Wild One pillow adds a touch of bold pattern to any sofa or bed ensemble. Price includes down pillow insert. </p><p style=""white-space: pre-wrap;"">H 22"" x W 22""</p>",PHYSICAL,,Pillows,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b351606f950b7043a8e2f24/1535724727049/Wild_One_Pillow_Denim_22x22.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b35160503ce64b02072e097/1535724727045/Wild_One_Pillow_Denim_22x22_Detail.jpg",32351,,,,,,,275.00 USD,0.00 USD,,5,22,22,5,Unlimited
/shop/textile-shop/,Track-Pillow-Charcoal-22x22,Track Pillow | Charcoal | 22x22,"<p style=""white-space: pre-wrap;"">Each pillow is hand printed on Belgian linen and created using traditional garment techniques. Designed and made in California, the Track pillow adds a touch of classic stripe pattern to any sofa or bed ensemble. Price includes down pillow insert. </p><p style=""white-space: pre-wrap;"">H 22"" x W 22""</p>",PHYSICAL,,Pillows,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b35158e352f53972172b82e/1535724699266/Track_Pillow_Charcoal_22x22.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b88a1168a922d94208fb3ec/5b35158e2b6a285648bf0348/1535724699219/Track_Pillow_Charcoal_22x22_Detail.jpg",32354,,,,,,,275.00 USD,0.00 USD,,3,22,22,5,Unlimited
/shop/upholstery/,Curved-Wing-Platform-Bed-Queen,Curved Wing Platform Bed | Queen,"<p class="""" style=""white-space:pre-wrap;"">A relentless pursuit of the best materials (durable, sustainable and renewable) with 30 years of crafting experience makes each bench-crafted piece of Lancaster furniture a labor of love. The result is a piece of the highest quality with a luxurious finish to every detail. The curved wings of this fully upholstered bed add a special detail to the traditional upholstered headboard, enveloping you in a modern oasis.</p><p class="""" style=""white-space:pre-wrap;"">H 42” x W 65” x D 93”<br><br>$5455 As shown, Cloud Performance Fabric, Grade C<br>$4895 Starting Price<br>$4895 COM (Customer’s Own Material), 12 yards<br>Available in Queen, King, California King. Also available in 50” headboard height. <br>Extensive line of fabric options available in the shop<br>Stain and fade protection available<br>Please allow 8-10 weeks for delivery</p><h3 style=""white-space:pre-wrap;""><a href=""/s/DR_Curved-Wing-Platform-Bed.pdf"" target=""_blank"">Print Tearsheet</a></h3>",PHYSICAL,,Beds,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a546aa4a991b6ed12f06/5b35039f352f5303fcf66361/1555792513105/Curved_Platform_Bed_Angle.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a546aa4a991b6ed12f06/5b3503a9aa4a99619d9aecc7/1555792513107/Curved_Platform_Bed_Side.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a546aa4a991b6ed12f06/5b35039ff950b794a7301335/1555792513103/Curved_Platform_Bed_Front.jpg",32356,,,,,,,4895.00 USD,0.00 USD,,200,93,65,42,Unlimited
/shop/tabletop/,Astier-De-Villatte-JD-Left-Alben-Pidgeon-Platter-PLTJHN35,Astier De Villatte JD Left Alben Pidgeon Platter PLTJHN35,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike. Renowned artisans Astier de Villatte and John Derian have combined their signature styles to create a unique collection of tableware. Paired with the colorful 19th-century inspired patterns and images of John Derian's iconic decoupage work, the terracotta pieces are at once classic and unexpected.</p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $170.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 16.3 x 10.2 x 1</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,,Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b47b3ae0e2e728cde4f2bad/1535062182973/PLTJHN35+-+%5BB%5D%5B2017-09-18%5D.jpg,32360,,,,,,,170.00 USD,0.00 USD,,1,16.2,10,1,Unlimited
/shop/tabletop/,Astier-De-Villatte-Revolution-Egg-Cup-CQTRVL1,Revolution Egg Cup CQTRVL1,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike.</p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $65.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 2.4 x 2.4 x 2.2</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,,Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b44e78b6d2a73a9707d343a/1535043619996/CQTRVL1.jpg,32361,,,,,,,65.00 USD,0.00 USD,,1,2.4,2.4,2.2,Unlimited
/shop/tabletop/,Astier-De-Villatte-Perles-Salad-Bowl-Large-CPBPRL4,Perles Salad Bowl| Large CPBPRL4,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike.</p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $210.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 11.4 x 11.4 x 4.3</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,,Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b44e6ebaa4a99db499b0755/1536338700609/CPBPRL4.jpg,32362,,,,,,,210.00 USD,0.00 USD,,1,11.4,11.4,4.3,Unlimited
/shop/tabletop/,Astier-De-Villatte-Sobre-Salad-Bowl-Large-CPBSBR5,Sobre Salad Bowl | Very Large CPBSBR5,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike.</p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $230.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 13.2 x 13.2 x 4.5</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,,Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b44f22470a6adccf5c35e8f/1535043661807/CPBSBR5.jpg,32363,,,,,,,230.00 USD,0.00 USD,,5,13.2,13.2,4.5,Unlimited
/shop/tabletop/,Astier-De-Villatte-Cube-Round-Salad-Bowl-CPBCBE2,Cube Round Salad Bowl CPBCBE2,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike.</p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $145.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 10.2 x 10.2 x 3.3</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,,Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b44e022562fa79efe6e279a/1535043765330/CPBCBE2.jpg,32364,,,,,,,145.00 USD,0.00 USD,,1,0,0,0,Unlimited
/shop/tabletop/,Astier-De-Villatte-Octave-Platter-PLTOCT2,Octave Platter PLTOCT2,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike.</p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $110.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 12.2 x 8.5 x 0.7</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,,Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b44e67c03ce64cf6cdb8101/1535043832632/PLTOCT2.jpg,32365,,,,,,,110.00 USD,0.00 USD,,3,12,8.5,0.7,Unlimited
/shop/tabletop/,Astier-De-Villatte-Revolution-Platter-Large-PLTRVL4,Revolution Platter | Large PLTRVL4,"<p style=""white-space: pre-wrap;"">Starting with black terracotta, each piece is finished with a milky glaze that amplifies the unique character of the clay, celebrating its imperfections and ensuring that no two pieces are exactly alike.</p><ul data-rte-list=""default""><li><p style=""white-space: pre-wrap;"">Price: $170.00</p></li><li><p style=""white-space: pre-wrap;"">Dimensions: 17.3 x 11.4 x 1.4</p></li><li><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p></li></ul>",PHYSICAL,,Astier de Villate,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a5320ebbe8c0a557ebd9/5b44e7a0575d1f3762b3d742/1535044059605/PLTRVL4.jpg,32366,,,,,,,170.00 USD,0.00 USD,,2,11.4,1.4,17.4,Unlimited
/shop/home-fragrance-and-candlelight/,Astier-De-Villatte-Awaji-Incense-ENCAWJ1,Astier De Villatte Awaji Incense ENCAWJ1,"<p style=""white-space: pre-wrap;"">Subtly perfumed, Astier de Villatte's incense immediately bring our favorite places home, leaving long scented traces in their wake. Handmade in France. Box of 125 sticks (6¼"" long), approximately 30 minute burn time/stick.</p><p style=""white-space: pre-wrap;"">Scent: Made  in the Japanese island of Awaji, using ancestral traditions and  techniques, its delicate smoke exhales a delicate scent of driftwood,  resins, jasmine and immortelle. Legend has it that, one day, a trunk of  Agar wood was washed onto the beach. The island dwellers burned it, and  the smell was so intoxicating that they decided to offer it as a gift to  the Emperor, and later on erect a sanctuary. Box of 125 sticks.</p><p style=""white-space: pre-wrap;"">H .75 x W 6” x D 2.5”</p>",PHYSICAL,,Scented,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/5b44de5a88251bb11136da46/1551994817968/ENCAWJ1+-+%5BB%5D%5B2017-09-06%5D.jpg,32367,,,,,,,51.00 USD,0.00 USD,,0.5,1,6,3,Unlimited
/shop/home-fragrance-and-candlelight/,Astier-De-Villatte-Palais-de-Tokyo-Incense-ENCPLT1,Astier De Villatte Palais de Tokyo Incense ENCPLT1,"<p style=""white-space: pre-wrap;"">Subtly perfumed, Astier de Villatte's incense immediately bring our favorite places home, leaving long scented traces in their wake. Handmade in France. Box of 125 sticks (6¼"" long), approximately 30 minute burn time/stick.</p><p style=""white-space: pre-wrap;"">Scent: Overlooking the river Seine, like a mysterious starship navigating the  mysterious turbulence of artists’ imaginations, it dominates the view. A  troubling fragrance floats between the raw cement walls of its wide,  maze-like passageways, where a crowd of zealous and enlightened visitors  feverishly gathers: intoxicating wisps of smoky wood, warm skin and metallic vibrations.</p><p style=""white-space: pre-wrap;"">H .75 x W 6” x D 2.5”</p><p style=""white-space: pre-wrap;"">To Purchase: Email us at hello@dixonrye.com or call the shop at 404-883-3939 and we'll be happy to help you with your order.</p>",PHYSICAL,,Scented,TRUE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/5b44e6d4aa4a99db499b02c9/1551994842192/ENCPLT1.jpg,32368,,,,,,,51.00 USD,0.00 USD,,0.5,6,2.5,0.75,Unlimited
/shop/wall-decor/,Contemporary-Work-on-Paper-Blue-43-x-33,Contemporary Work on Paper Blue 43 x 33,"<p style=""white-space: pre-wrap;"">Influenced by Australian Aboriginal painters, this contemporary artist in committed to the present moment and the idea of painting as a community story. Frequently experimenting with the dot, it is a motif seen across outsider art, from Mali to Bali from the most distant past and the most fast forward future. It speaks to the human desire to seek out and interpret patterns even where none may exist. Original watercolor paintings using a unique process of latex resist and handmade paint. Work comes framed.</p><p style=""white-space: pre-wrap;"">W 43” x H 33”</p>",PHYSICAL,,Art,FALSE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a56e40ec9a0fc38dc09e/5ba129de88251b475dd49dca/1537288672723/unspecified.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a56e40ec9a0fc38dc09e/5b92a76e898583d1de86002a/1536337790862/KH+Contemporary_Blue+_43x33_Detail.jpg",52318,,,,,,,975.00 USD,0.00 USD,,30,45,35,6,0
/shop/upholstery/,Hazel-Sofa,Hazel Sofa,"<p style=""white-space: pre-wrap;"">Since 1990, Cisco has been using sustainable materials and building methods to create furniture that is as healthy for you as it is for the planet. Each item is built with pride by local craftspeople at their headquarters in the heart of Los Angeles. The Hazel sofa, with its low back and slouchy pillows, is the epitome of relaxed sophistication. Bench-made in Los Angeles from U.S. hardwood lumber, this form is subtle, refined, and timeless.</p><p style=""white-space: pre-wrap;"">H 34” x W 108” x D 43”<br><br>$5450 As Shown, Mariet Natural, Grade G<br>$3740 Starting price<br>$4225 COM (Customer’s Own Material), 25 yards<br>Available in 78"" | 84"" | 96""<br>Extensive line of fabric options available in the shop<br>Additional fill options available<br>Stain and fade protection available <br>Please allow 8-10 weeks for delivery</p><h3 style=""white-space: pre-wrap;""><a href=""/s/x75vmi75uo0u2k34f06tbdigkf7vlp"" target=""_blank"">Print Tearsheet</a></h3>",PHYSICAL,,Sofas and Sectionals,TRUE,"https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a546aa4a991b6ed12f06/5b9827c42b6a288b293bb9f9/1536698323407/Hazel+Sofa+NEW_front.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a546aa4a991b6ed12f06/5b9827b803ce64a9cde3875f/1536698313012/Hazel+Sofa+NEW_angle.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a546aa4a991b6ed12f06/5b9827c50e2e725bf80e751a/1536698325173/Hazel+Sofa+NEW_side.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a546aa4a991b6ed12f06/5b9827b8562fa7cc67135e88/1536698314986/Hazel+Sofa+NEW_back.jpg, https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b74a546aa4a991b6ed12f06/5b9827cef950b786915599eb/1536698334016/Hazel+Sofa_NEW_Detail.jpg",52319,,,,,,,3740.00 USD,0.00 USD,,200,34,108,43,Unlimited
/shop/home-fragrance-and-candlelight/,Tatine-One-Rainy-Wish-Votive,Tatine One Rainy Wish Votive,"<p style=""white-space: pre-wrap;"">Tatine’s artisan candles are hand-crafted in Chicago. Completely paraffin-free these candles are made from beeswax, soy wax, and a mixture of essential oils and fine perfumes. </p><p style=""white-space: pre-wrap;"">Fragrance Notes: Misty blue and white rose too. Eleven moons above me and you. Golden rose color of the dream I had, this timeless day, you stole my heart away.</p><p style=""white-space: pre-wrap;"">2 oz. soy votive</p><p style=""white-space: pre-wrap;"">W 2.5"" x D 2.5"" x H 2.5""</p>",PHYSICAL,,Scented,FALSE,https://static1.squarespace.com/static/553bbe08e4b08cd58584aa12/5b76f0b21ae6cfbc7953017e/5b576fd26d2a73db3bdd0af0/1549394215637/Tatine+Candle_One+Rainy+Wish.jpg,112302,,,,,,,19.00 USD,0.00 USD,,0.5,2.5,2.5,2.5,0
